大白菜,0.8,1.2,1.0,冀陕辽
娃娃菜,1.3,1.5,1.4,冀
小白菜,1.5,1.8,1.65,
圆白菜,2.0,2.5,2.25,冀
圆白菜,1.2,1.5,1.35,鲁
紫甘蓝,0.8,1.0,0.9,冀
芹菜,2.0,2.8,2.4,鲁
西芹,2.7,3.1,2.9,辽
菠菜,3.0,4.0,3.5,蒙
莴笋,2.0,3.8,2.9,冀
团生菜,3.0,5.0,4.0,冀
散叶生菜,2.6,3.5,3.05,京辽
罗马生菜,3.0,3.5,3.25,冀
油菜,1.5,2.5,2.0,冀
香菜,4.0,5.0,4.5,冀
茴香,3.5,4.5,4.0,冀
韭菜,2.8,3.3,3.05,粤冀
苦菊,3.0,4.0,3.5,辽
油麦菜,4.0,4.5,4.25,辽
黄心菜,1.0,1.2,1.1,皖
