紫薯,1.8,3.5,2.65,
茭白,5.0,7.0,6.0,津
荸荠,4.0,5.0,4.5,晚
芋头,1.5,2.0,1.75,鲁
甘露,5.0,5.2,5.1,甘
姜,1.5,3.5,2.5,冀鲁
洋姜,1.4,1.6,1.5,冀
大蒜,3.0,4.4,3.7,豫苏鲁
蒜米,3.2,4.0,3.6,鲁
大葱,2.5,3.2,2.85,冀鲁辽
小葱,5.0,6.0,5.5,辽
蒜苗,3.0,6.0,4.5,鲁
蒜黄,4.5,5.5,5.0,冀
青蒜,3.0,4.0,3.5,青
平菇,3.0,3.5,3.25,京
香菇,3.0,5.0,4.0,冀
白玉菇,4.5,5.5,5.0,京
口蘑,7.5,8.5,8.0,豫
杏鲍菇,3.0,4.0,3.5,苏
金针菇,3.5,4.0,3.75,辽
